Time,Hour,Value,Load
0.0,0.0,1.0,322.2806542773324
1.0,1.0,1.0,321.7502329039319
2.0,2.0,1.0,321.47587702113856
3.0,3.0,1.0,320.7991325102482
4.0,4.0,1.0,321.64049055081455
5.0,5.0,1.0,327.03615624575053
6.0,6.0,1.0,336.6203217513317
7.0,7.0,1.0,345.38141960853284
8.0,8.0,1.0,345.1619349022982
9.0,9.0,1.0,348.5090766723771
10.0,10.0,1.0,349.6065002035505
11.0,11.0,1.0,349.0212076535914
12.0,12.0,1.0,347.99694569116286
13.0,13.0,1.0,347.72258980836943
14.0,14.0,1.0,347.7591705927419
15.0,15.0,1.0,347.1372972584103
16.0,16.0,1.0,348.0518168677215
17.0,17.0,1.0,348.746851770798
18.0,18.0,1.0,347.6311378474384
19.0,19.0,1.0,344.3022864695456
20.0,20.0,1.0,342.034277838454
21.0,21.0,1.0,337.8640684199949
22.0,22.0,1.0,330.4198788002019
23.0,23.0,1.0,326.2313789895566
24.0,0.0,0.0,323.9267895740925
25.0,1.0,0.0,324.01824153502355
26.0,2.0,0.0,324.1645646725134
27.0,3.0,0.0,323.7987568287889
28.0,4.0,0.0,325.20711702712816
29.0,5.0,0.0,331.3161080173268
30.0,6.0,0.0,346.36910078658894
31.0,7.0,0.0,361.422093555851
32.0,8.0,0.0,363.1962615979147
33.0,9.0,0.0,364.3119755212744
34.0,10.0,0.0,362.4463555182795
35.0,11.0,0.0,362.2451612042311
36.0,12.0,0.0,361.7696110073893
37.0,13.0,0.0,360.7087682605883
38.0,14.0,0.0,360.1600564950016
39.0,15.0,0.0,361.45867434022347
40.0,16.0,0.0,365.35452787588906
41.0,17.0,0.0,365.3728182680753
42.0,18.0,0.0,362.97677689168006
43.0,19.0,0.0,358.89801943415216
44.0,20.0,0.0,353.648676876706
45.0,21.0,0.0,346.6068758850098
46.0,22.0,0.0,335.9435772404414
47.0,23.0,0.0,330.9685905657886
48.0,0.0,0.0,322.8842372194777
49.0,1.0,0.0,322.6281717288706
50.0,2.0,0.0,322.737914081988
51.0,3.0,0.0,322.66475251324306
52.0,4.0,0.0,323.96337035846494
53.0,5.0,0.0,330.74910585955394
54.0,6.0,0.0,346.11303529598183
55.0,7.0,0.0,361.751320615203
56.0,8.0,0.0,364.9704296399784
57.0,9.0,0.0,365.6837549352411
58.0,10.0,0.0,363.6718117947565
59.0,11.0,0.0,362.4463555182795
60.0,12.0,0.0,361.16602806524384
61.0,13.0,0.0,359.3552792388078
62.0,14.0,0.0,358.7151155122899
63.0,15.0,0.0,360.1234757106291
64.0,16.0,0.0,364.2753947369018
65.0,17.0,0.0,362.62925944014177
66.0,18.0,0.0,360.3246700246776
67.0,19.0,0.0,355.7886527624941
