Time,Hour,Value,Load
0.0,0.0,1.0,141.04221169098702
1.0,1.0,1.0,140.8100792230909
2.0,2.0,1.0,140.69001070521358
3.0,3.0,1.0,140.39384169444958
4.0,4.0,1.0,140.76205181593997
5.0,5.0,1.0,143.12339933419366
6.0,6.0,1.0,147.31779289204093
7.0,7.0,1.0,151.15198089625625
8.0,8.0,1.0,151.0559260819544
9.0,9.0,1.0,152.52076200005757
10.0,10.0,1.0,153.0010360715668
11.0,11.0,1.0,152.7448899000952
12.0,12.0,1.0,152.2966341000199
13.0,13.0,1.0,152.1765655821426
14.0,14.0,1.0,152.19257471785957
15.0,15.0,1.0,151.92041941067103
16.0,16.0,1.0,152.32064780359536
17.0,17.0,1.0,152.62482138221787
18.0,18.0,1.0,152.13654274285017
19.0,19.0,1.0,150.6797113926055
20.0,20.0,1.0,149.6871449781531
21.0,21.0,1.0,147.86210350641804
22.0,22.0,1.0,144.6042443880138
23.0,23.0,1.0,142.77119834842023
24.0,0.0,0.0,141.76262279825085
25.0,1.0,0.0,141.8026456375433
26.0,2.0,0.0,141.8666821804112
27.0,3.0,0.0,141.70659082324147
28.0,4.0,0.0,142.32294254834497
29.0,5.0,0.0,144.99646821307965
30.0,6.0,0.0,151.58422756061455
31.0,7.0,0.0,158.17198690814945
32.0,8.0,0.0,158.9484299904227
33.0,9.0,0.0,159.43670862979045
34.0,10.0,0.0,158.62024270822474
35.0,11.0,0.0,158.53219246178136
36.0,12.0,0.0,158.3240736974607
37.0,13.0,0.0,157.85980876166846
38.0,14.0,0.0,157.61967172591383
39.0,15.0,0.0,158.18799604386643
40.0,16.0,0.0,159.89296899772418
41.0,17.0,0.0,159.9009735655827
42.0,18.0,0.0,158.85237517612086
43.0,19.0,0.0,157.06735654367824
44.0,20.0,0.0,154.77004556829243
45.0,21.0,0.0,151.68828694277488
46.0,22.0,0.0,147.0216238812769
47.0,23.0,0.0,144.8443814237684
48.0,0.0,0.0,141.30636243031708
49.0,1.0,0.0,141.19429848029827
50.0,2.0,0.0,141.2423258874492
51.0,3.0,0.0,141.21030761601526
52.0,4.0,0.0,141.77863193396783
53.0,5.0,0.0,144.74832660946657
54.0,6.0,0.0,151.47216361059571
55.0,7.0,0.0,158.3160691296022
56.0,8.0,0.0,159.72487307269597
57.0,9.0,0.0,160.03705121917696
58.0,10.0,0.0,159.15654875474337
59.0,11.0,0.0,158.62024270822474
60.0,12.0,0.0,158.05992295813064
61.0,13.0,0.0,157.26747074014042
62.0,14.0,0.0,156.98731086509338
63.0,15.0,0.0,157.60366259019685
64.0,16.0,0.0,159.42069949407343
65.0,17.0,0.0,158.7002883868096
66.0,18.0,0.0,157.69171283664022
67.0,19.0,0.0,155.70658000773545
68.0,20.0,0.0,152.9690178001328
69.0,21.0,0.0,149.95930028534167
70.0,22.0,0.0,145.69286561676805
71.0,23.0,0.0,144.14798402008003
72.0,0.0,0.0,142.69915723769387
