Time,Hour,Value,Load
0.0,0.0,1.0,1493.3031538777782
1.0,1.0,1.0,1414.223272587453
2.0,2.0,1.0,1314.0536926851464
3.0,3.0,1.0,1239.9132046565244
4.0,4.0,1.0,1227.1219247137303
5.0,5.0,1.0,1233.92482281642
6.0,6.0,1.0,1258.8227021988516
7.0,7.0,1.0,1290.3266571263653
8.0,8.0,1.0,1332.0558426749203
9.0,9.0,1.0,1368.4881030134566
10.0,10.0,1.0,1484.3257234106816
11.0,11.0,1.0,1567.4739124974951
12.0,12.0,1.0,1557.634114073418
13.0,13.0,1.0,1560.6311356831118
14.0,14.0,1.0,1543.3346697636862
15.0,15.0,1.0,1538.2045461899252
16.0,16.0,1.0,1586.8803148082793
17.0,17.0,1.0,1779.888845859189
18.0,18.0,1.0,1828.5744422716764
19.0,19.0,1.0,1819.873424347427
20.0,20.0,1.0,1818.0200990878288
21.0,21.0,1.0,1727.6079512463737
22.0,22.0,1.0,1647.1250622395307
23.0,23.0,1.0,1571.9037224317883
24.0,0.0,0.0,1342.0456379516156
25.0,1.0,0.0,1291.167090139051
26.0,2.0,0.0,1259.5129211813478
27.0,3.0,0.0,1242.484588975606
28.0,4.0,0.0,1239.7588253877118
29.0,5.0,0.0,1291.9699290435974
30.0,6.0,0.0,1468.692341597868
31.0,7.0,0.0,2000.5809911601373
32.0,8.0,0.0,2620.7542130379848
33.0,9.0,0.0,2817.166921645497
34.0,10.0,0.0,2878.8445402362145
35.0,11.0,0.0,2906.9284310430567
36.0,12.0,0.0,2766.2312884155926
37.0,13.0,0.0,2792.6063593789413
38.0,14.0,0.0,2779.333813570329
39.0,15.0,0.0,2736.121735960712
40.0,16.0,0.0,2583.110179371861
41.0,17.0,0.0,2346.777912838148
42.0,18.0,0.0,2216.88685927054
43.0,19.0,0.0,2197.43529816052
44.0,20.0,0.0,2111.8324489841275
45.0,21.0,0.0,1957.3593347676
46.0,22.0,0.0,1744.81967729023
47.0,23.0,0.0,1561.7778006321432
48.0,0.0,0.0,1394.691581085252
49.0,1.0,0.0,1323.5719424972328
50.0,2.0,0.0,1293.5377496589554
51.0,3.0,0.0,1276.185404897807
52.0,4.0,0.0,1287.3521293081897
53.0,5.0,0.0,1337.474951624698
54.0,6.0,0.0,1518.8352196738488
55.0,7.0,0.0,2069.8643197853053
56.0,8.0,0.0,2712.640810735832
57.0,9.0,0.0,2866.8438723570284
58.0,10.0,0.0,2919.066967665449
59.0,11.0,0.0,2936.842921576214
60.0,12.0,0.0,2789.4259103361182
61.0,13.0,0.0,2832.331597037697
62.0,14.0,0.0,2823.770747317649
63.0,15.0,0.0,2756.5524329297546
64.0,16.0,0.0,2558.250160624922
65.0,17.0,0.0,2317.0155780990854
66.0,18.0,0.0,2195.2537771789125
67.0,19.0,0.0,2151.398544263716
68.0,20.0,0.0,2027.758000809533
69.0,21.0,0.0,1880.2351871455896
70.0,22.0,0.0,1711.968607422574
71.0,23.0,0.0,1564.255270697167
72.0,0.0,0.0,1381.3255490352042
73.0,1.0,0.0,1320.3744230272043
74.0,2.0,0.0,1288.8371011575205
75.0,3.0,0.0,1294.1460316192426
76.0,4.0,0.0,1326.0365813884775
77.0,5.0,0.0,1382.2419583152246
78.0,6.0,0.0,1600.7031909146624
79.0,7.0,0.0,2148.728319386167
80.0,8.0,0.0,2774.806366903488
81.0,9.0,0.0,2953.9079004657847
82.0,10.0,0.0,2994.4818838890374
83.0,11.0,0.0,3027.7042490416698
84.0,12.0,0.0,2925.332103027315
85.0,13.0,0.0,2995.677118298033
86.0,14.0,0.0,3064.864920522626
87.0,15.0,0.0,3005.457384843918
88.0,16.0,0.0,2843.678905227076
89.0,17.0,0.0,2591.675292606072
90.0,18.0,0.0,2429.3143840643493
91.0,19.0,0.0,2388.5494982314785
92.0,20.0,0.0,2285.600474276568
93.0,21.0,0.0,2135.632792635878
