Time,Hour,Value,Load
0.0,0.0,1.0,412.90567623529387
1.0,1.0,1.0,372.0232593562939
2.0,2.0,1.0,326.4135653252938
3.0,3.0,1.0,291.1765701692939
4.0,4.0,1.0,282.15753823479383
5.0,5.0,1.0,281.36313723329386
6.0,6.0,1.0,289.9811989197938
7.0,7.0,1.0,301.00750142729385
8.0,8.0,1.0,323.9437119337939
9.0,9.0,1.0,343.78319328829383
10.0,10.0,1.0,393.8556354882938
11.0,11.0,1.0,430.1654060402939
12.0,12.0,1.0,429.0234535817939
13.0,13.0,1.0,431.15282657729387
14.0,14.0,1.0,423.94460253229386
15.0,15.0,1.0,421.0561697117938
16.0,16.0,1.0,438.9756482122939
17.0,17.0,1.0,524.4102855197939
18.0,18.0,1.0,543.7940573097937
19.0,19.0,1.0,538.9885952632939
20.0,20.0,1.0,536.5409658277939
21.0,21.0,1.0,490.3501525182939
22.0,22.0,1.0,457.8919506957939
23.0,23.0,1.0,418.4118689167939
24.0,0.0,0.0,326.1289600062939
25.0,1.0,0.0,298.8527580382938
26.0,2.0,0.0,286.58968390329386
27.0,3.0,0.0,281.06134225829385
28.0,4.0,0.0,280.6249688832939
29.0,5.0,0.0,296.30371984829384
30.0,6.0,0.0,349.6384307617939
31.0,7.0,0.0,493.5574015062939
32.0,8.0,0.0,650.7626906612938
33.0,9.0,0.0,705.1048625812938
34.0,10.0,0.0,719.4774800912937
35.0,11.0,0.0,724.1284602112938
36.0,12.0,0.0,691.7231087562939
37.0,13.0,0.0,696.2547133662937
38.0,14.0,0.0,690.5274907912938
39.0,15.0,0.0,683.4731932912938
40.0,16.0,0.0,665.6485198312937
41.0,17.0,0.0,648.6964311807938
42.0,18.0,0.0,634.8326453157939
43.0,19.0,0.0,634.0166616012939
44.0,20.0,0.0,604.3318481957938
45.0,21.0,0.0,552.1545393462939
46.0,22.0,0.0,479.1691463662939
47.0,23.0,0.0,405.0311769462939
48.0,0.0,0.0,339.7030671262939
49.0,1.0,0.0,306.81647594579385
50.0,2.0,0.0,295.20658591829385
51.0,3.0,0.0,289.17206454829386
52.0,4.0,0.0,291.61354892079385
53.0,5.0,0.0,305.38737602079385
54.0,6.0,0.0,357.3309442392939
55.0,7.0,0.0,506.37732333379387
56.0,8.0,0.0,676.6536613237938
57.0,9.0,0.0,717.5385844837938
58.0,10.0,0.0,732.5164950412938
59.0,11.0,0.0,734.6521739537939
60.0,12.0,0.0,703.6936424637938
61.0,13.0,0.0,710.9826804987938
62.0,14.0,0.0,711.7073490562939
63.0,15.0,0.0,696.2728029362938
64.0,16.0,0.0,669.9259107737938
65.0,17.0,0.0,652.6885005687939
66.0,18.0,0.0,640.1538253032938
67.0,19.0,0.0,629.0861224177938
68.0,20.0,0.0,584.0493538857938
69.0,21.0,0.0,532.8323181762938
70.0,22.0,0.0,475.5452840637938
71.0,23.0,0.0,412.3855413262938
72.0,0.0,0.0,338.5101510762939
73.0,1.0,0.0,307.67482190279384
74.0,2.0,0.0,294.53631105829385
75.0,3.0,0.0,293.0160937832939
76.0,4.0,0.0,300.1840532107939
77.0,5.0,0.0,315.2174312757939
78.0,6.0,0.0,378.5528202142938
79.0,7.0,0.0,525.5656203887938
80.0,8.0,0.0,687.0593081262937
81.0,9.0,0.0,739.4448643987938
82.0,10.0,0.0,749.1186357262937
83.0,11.0,0.0,756.1066928387938
84.0,12.0,0.0,736.4552075887939
85.0,13.0,0.0,749.6703741262938
86.0,14.0,0.0,765.4406869637938
