Time,Hour,Value,Load
0.0,0.0,1.0,203.69087359554803
1.0,1.0,1.0,189.998240038541
2.0,2.0,1.0,174.1180485363374
3.0,3.0,1.0,161.97878403052846
4.0,4.0,1.0,159.29330140293956
5.0,5.0,1.0,159.96809278521084
6.0,6.0,1.0,164.16447079733734
7.0,7.0,1.0,169.19194387165297
8.0,8.0,1.0,176.68636959085012
9.0,9.0,1.0,183.5130184826943
10.0,10.0,1.0,201.3316094907088
11.0,11.0,1.0,214.08017104750107
12.0,12.0,1.0,213.19989803148752
13.0,13.0,1.0,213.82573343808392
14.0,14.0,1.0,211.24565306168444
15.0,15.0,1.0,210.2485811588762
16.0,16.0,1.0,217.05641905848827
17.0,17.0,1.0,247.10440858689745
18.0,18.0,1.0,254.06398967308272
19.0,19.0,1.0,252.18477292863875
20.0,20.0,1.0,251.3115590558088
21.0,21.0,1.0,235.4552338069537
22.0,22.0,1.0,222.99776637825548
23.0,23.0,1.0,209.4965424012002
24.0,0.0,0.0,175.76285698076978
25.0,1.0,0.0,166.76822510417097
26.0,2.0,0.0,162.26840774257292
27.0,3.0,0.0,160.05373116256808
28.0,4.0,0.0,159.93819228518666
29.0,5.0,0.0,166.89466172246733
30.0,6.0,0.0,189.9833998592661
31.0,7.0,0.0,252.8463800312648
32.0,8.0,0.0,322.2379376658882
33.0,9.0,0.0,345.31844403170294
34.0,10.0,0.0,351.73960189607834
35.0,11.0,0.0,354.28552252827564
36.0,12.0,0.0,339.28949027346937
37.0,13.0,0.0,341.6379088250554
38.0,14.0,0.0,339.5595822710481
39.0,15.0,0.0,335.75703623086525
40.0,16.0,0.0,323.8812930383168
41.0,17.0,0.0,307.43070824251697
42.0,18.0,0.0,297.1164217266853
43.0,19.0,0.0,295.52003013083146
44.0,20.0,0.0,283.6344973445622
45.0,21.0,0.0,262.73211764106924
46.0,22.0,0.0,233.6065236595284
47.0,23.0,0.0,206.3035461418628
48.0,0.0,0.0,181.596356578156
49.0,1.0,0.0,170.19938121935263
50.0,2.0,0.0,165.9330850341541
51.0,3.0,0.0,163.6112137949531
52.0,4.0,0.0,164.8875415267702
53.0,5.0,0.0,171.3553612666598
54.0,6.0,0.0,194.39719133406263
55.0,7.0,0.0,259.5144335276691
56.0,8.0,0.0,333.25930682451167
57.0,9.0,0.0,350.953553854721
58.0,10.0,0.0,356.9997048806945
59.0,11.0,0.0,358.3230840760783
60.0,12.0,0.0,343.23086470206147
61.0,13.0,0.0,347.0241883278375
62.0,14.0,0.0,346.67862558882905
63.0,15.0,0.0,339.67598728744764
64.0,16.0,0.0,323.4520065801025
65.0,17.0,0.0,306.5219737220808
66.0,18.0,0.0,296.95447248565023
67.0,19.0,0.0,291.65204012159046
68.0,20.0,0.0,274.1078929475079
69.0,21.0,0.0,253.81126567621703
70.0,22.0,0.0,230.7466150406883
71.0,23.0,0.0,207.98809699724168
72.0,0.0,0.0,180.905264099398
73.0,1.0,0.0,170.545328608198
74.0,2.0,0.0,165.87297257740337
75.0,3.0,0.0,165.8132649802048
76.0,4.0,0.0,169.27442959282092
77.0,5.0,0.0,176.29862251150234
78.0,6.0,0.0,203.9429383567054
79.0,7.0,0.0,268.4898556493203
80.0,8.0,0.0,339.24147774335177
81.0,9.0,0.0,360.86222228575366
82.0,10.0,0.0,365.0341808673227
83.0,11.0,0.0,368.48559773453337
84.0,12.0,0.0,358.4296247445213
85.0,13.0,0.0,365.0429216168967
86.0,14.0,0.0,372.38449889770055
87.0,15.0,0.0,366.3933087299269
88.0,16.0,0.0,353.59149225397994
89.0,17.0,0.0,335.6068150758044
90.0,18.0,0.0,320.3649802890029
91.0,19.0,0.0,315.9090752147501
92.0,20.0,0.0,301.1331193762399
93.0,21.0,0.0,280.66119539851826
94.0,22.0,0.0,253.0552670401494
95.0,23.0,0.0,228.5302591112876
96.0,0.0,0.0,201.1640532218434
97.0,1.0,0.0,189.69131840523784
98.0,2.0,0.0,184.6512032244407
99.0,3.0,0.0,183.204025093442
100.0,4.0,0.0,182.1872180918536
101.0,5.0,0.0,184.8062162169369
102.0,6.0,0.0,205.7924150387513
103.0,7.0,0.0,264.3684092799582
104.0,8.0,0.0,333.9486408517948
105.0,9.0,0.0,353.56076218380434
106.0,10.0,0.0,356.5949288819703
107.0,11.0,0.0,359.0609649695804
108.0,12.0,0.0,345.9509628259751
109.0,13.0,0.0,344.4671615997561
110.0,14.0,0.0,339.7702757921508
111.0,15.0,0.0,323.69818000436743
112.0,16.0,0.0,314.0104666088056
113.0,17.0,0.0,308.48757595040854
114.0,18.0,0.0,295.1378221778107
115.0,19.0,0.0,287.32571838777534
116.0,20.0,0.0,274.00833795089227
