Time,Hour,Value,Load
0.0,0.0,1.0,182.5371412993018
1.0,1.0,1.0,182.23671494761248
2.0,2.0,1.0,182.0813220070836
3.0,3.0,1.0,181.69801942044552
4.0,4.0,1.0,182.1745577714009
5.0,5.0,1.0,185.2306189351368
6.0,6.0,1.0,190.65901232428104
7.0,7.0,1.0,195.6212268918385
8.0,8.0,1.0,195.49691253941532
9.0,9.0,1.0,197.39270641386844
10.0,10.0,1.0,198.0142781759842
11.0,11.0,1.0,197.68277323618912
12.0,12.0,1.0,197.10263959154776
13.0,13.0,1.0,196.9472466510188
14.0,14.0,1.0,196.967965709756
15.0,15.0,1.0,196.61574171122373
16.0,16.0,1.0,197.1337181796536
17.0,17.0,1.0,197.52738029566012
18.0,18.0,1.0,196.89544900417584
19.0,19.0,1.0,195.01001465909133
20.0,20.0,1.0,193.72543301738543
21.0,21.0,1.0,191.3634603213456
22.0,22.0,1.0,187.14713186832705
23.0,23.0,1.0,184.7747996429185
24.0,0.0,0.0,183.46949894247544
25.0,1.0,0.0,183.5212965893184
26.0,2.0,0.0,183.6041728242672
27.0,3.0,0.0,183.39698223689524
28.0,4.0,0.0,184.1946659982772
29.0,5.0,0.0,187.65474880738824
30.0,6.0,0.0,196.1806414777427
31.0,7.0,0.0,204.7065341480972
32.0,8.0,0.0,205.71140849685105
33.0,9.0,0.0,206.34333978833536
34.0,10.0,0.0,205.28666779273863
35.0,11.0,0.0,205.17271296968408
36.0,12.0,0.0,204.9033652061005
37.0,13.0,0.0,204.302512502722
38.0,14.0,0.0,203.9917266216641
39.0,15.0,0.0,204.7272532068344
40.0,16.0,0.0,206.93383296234532
41.0,17.0,0.0,206.944192491714
42.0,18.0,0.0,205.58709414442788
43.0,19.0,0.0,203.27691909523097
44.0,20.0,0.0,200.30373416644392
45.0,21.0,0.0,196.31531535953448
46.0,22.0,0.0,190.275709737643
47.0,23.0,0.0,187.45791774938488
48.0,0.0,0.0,182.87900576846548
49.0,1.0,0.0,182.7339723573051
50.0,2.0,0.0,182.7961295335167
51.0,3.0,0.0,182.7546914160424
52.0,4.0,0.0,183.49021800121264
53.0,5.0,0.0,187.3336033969617
54.0,6.0,0.0,196.0356080665824
55.0,7.0,0.0,204.893005676732
56.0,8.0,0.0,206.71628284560484
57.0,9.0,0.0,207.1203044909801
58.0,10.0,0.0,205.98075626043453
59.0,11.0,0.0,205.28666779273863
60.0,12.0,0.0,204.5615007369369
61.0,13.0,0.0,203.53590732944588
62.0,14.0,0.0,203.173323801545
63.0,15.0,0.0,203.9710075629269
64.0,16.0,0.0,206.32262072959816
65.0,17.0,0.0,205.39026308642457
66.0,18.0,0.0,204.08496238598144
67.0,19.0,0.0,201.51579910256964
68.0,20.0,0.0,197.97284005850983
69.0,21.0,0.0,194.0776570159177
70.0,22.0,0.0,188.5560278624561
71.0,23.0,0.0,186.55663869431703
72.0,0.0,0.0,184.6815638786012
73.0,1.0,0.0,184.6815638786012
74.0,2.0,0.0,184.90947352471028
75.0,3.0,0.0,184.97163070092185
76.0,4.0,0.0,185.66571916861776
77.0,5.0,0.0,189.15688056583463
78.0,6.0,0.0,197.8692447648239
79.0,7.0,0.0,207.08922590287432
80.0,8.0,0.0,208.4359647207918
81.0,9.0,0.0,208.51884095574056
82.0,10.0,0.0,207.1928211965603
83.0,11.0,0.0,207.64864048877848
84.0,12.0,0.0,207.13066402034863
85.0,13.0,0.0,206.0739920247519
86.0,14.0,0.0,206.2397444946494
87.0,15.0,0.0,207.3689331958264
88.0,16.0,0.0,209.6480296569175
89.0,17.0,0.0,210.6943421231457
90.0,18.0,0.0,210.6321849469341
91.0,19.0,0.0,208.3634480152116
92.0,20.0,0.0,203.63950262313185
93.0,21.0,0.0,198.41829982135948
94.0,22.0,0.0,191.1769887927109
95.0,23.0,0.0,188.5249492743503
96.0,0.0,0.0,186.62915539989723
97.0,1.0,0.0,186.39088622441952
98.0,2.0,0.0,186.5152005768427
99.0,3.0,0.0,186.56699822368563
100.0,4.0,0.0,187.06425563337828
101.0,5.0,0.0,190.63829326554384
102.0,6.0,0.0,199.83755534485712
103.0,7.0,0.0,208.71567201374387
104.0,8.0,0.0,210.27996094840185
105.0,9.0,0.0,210.6943421231457
106.0,10.0,0.0,209.23364848217363
107.0,11.0,0.0,209.6687487156547
108.0,12.0,0.0,209.4408390695456
109.0,13.0,0.0,208.6224362494265
110.0,14.0,0.0,208.39452660331744
111.0,15.0,0.0,209.1093341297505
112.0,16.0,0.0,210.74613976998867
113.0,17.0,0.0,210.87045412241187
114.0,18.0,0.0,210.9636898867292
115.0,19.0,0.0,209.45119859891412
116.0,20.0,0.0,205.8875204961172
117.0,21.0,0.0,200.2519365196009
118.0,22.0,0.0,192.9588278441093
119.0,23.0,0.0,190.31714785511733
120.0,0.0,1.0,184.1532278808028
121.0,1.0,1.0,183.7388467060589
122.0,2.0,1.0,183.2830274138407
123.0,3.0,1.0,183.37626317815807
124.0,4.0,1.0,183.69740858858447
125.0,5.0,1.0,186.91922222221788
126.0,6.0,1.0,195.26900289330624
127.0,7.0,1.0,204.4993435607253
128.0,8.0,1.0,204.2299957971418
