p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw
521.430761,97.803483,77.179494,62.497573,50.522568,92.375166,50.385869,70.783212,18.048851,46.90281,144.484889,156.868702,92.688929,184.28392,7.725112,102.055418,100.288546,4.127015,8.579149,0.816219,50.281886,7.824643,234.162548,250.150695,104.929163,96.826109,294.411366,122.540678,143.713762,119.146952,200.162236,196.115812,381.034331,137.812932
485.236287,91.085917,70.517541,56.932963,44.760984,83.865841,43.980146,61.018428,15.783893,44.200924,128.696234,140.959714,81.553795,159.237106,6.229941,91.943736,89.67776,3.544751,7.331406,0.674111,44.283043,6.915845,165.956257,178.515343,71.002998,71.500933,217.047197,85.215269,101.938657,81.668266,142.127259,143.762512,278.9361,100.596046
431.25455,81.010795,61.236873,48.998475,35.251648,69.674512,34.35855,46.766755,13.000958,38.749882,106.77596,119.402529,68.263832,120.175282,4.1275,75.473644,75.023822,2.609709,5.241724,0.527919,36.366098,5.460206,93.198537,97.942727,34.757074,40.446971,123.145765,51.070648,59.487306,48.413528,82.777855,83.042087,157.314879,55.09717
378.179027,68.752329,50.784598,39.818181,23.415492,55.299269,23.073575,30.497647,11.292065,31.325303,78.746202,97.019961,60.066422,74.198923,2.138126,59.585739,57.873551,1.413175,2.896349,0.474012,29.566704,3.899138,33.072564,34.142477,13.787446,13.949999,40.983418,18.518014,22.058803,17.224357,27.945742,26.450653,49.400837,19.188791
329.164606,59.323923,43.095634,33.133323,21.116229,41.283846,18.603044,25.328805,11.585208,23.42764,61.557655,83.895186,57.01611,60.864347,1.609674,43.282705,44.834959,0.754666,2.006916,0.754503,28.77495,3.65474,3.707572,3.591232,1.579661,1.38461,3.567632,1.68294,2.285875,1.514736,2.397937,2.112078,4.599929,1.914878
298.281097,56.12049,39.925187,30.475342,26.432532,32.641753,20.006065,28.530176,13.382871,18.583844,59.892086,84.18916,60.471309,71.953728,2.737736,33.84515,41.260289,0.653069,2.161396,1.232458,33.180756,4.582882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285.268194,53.666835,37.575462,28.683775,30.392697,29.382057,22.087789,32.617857,13.374639,17.394895,55.892841,82.549627,60.813474,84.654715,5.061807,30.866431,39.563082,0.997506,3.070786,1.638136,33.61598,4.753524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279.273342,50.23494,34.97646,26.950859,29.660798,30.346914,22.424989,33.501825,11.216231,18.391693,53.244387,75.850166,55.327594,86.768567,6.354204,31.556578,38.842562,1.358811,3.680205,1.672675,29.023241,4.228772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273.458983,44.51381,30.988762,23.909831,27.80786,32.66619,22.149302,33.094602,9.260809,19.643237,50.031394,66.378681,44.099085,83.757957,6.229575,34.162851,38.252779,1.43758,3.734473,1.520716,24.790786,3.769528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274.841443,37.376421,26.277563,20.32481,25.156202,34.223828,20.664869,30.618672,7.132143,20.536509,45.660005,54.454088,31.438219,77.30311,5.524116,35.407836,35.121216,1.390967,3.547772,1.338354,20.145603,3.372104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280.320047,30.34598,21.354248,16.4172,24.481498,33.237502,19.624868,29.640246,6.265919,20.427862,39.260111,45.510823,24.589756,76.210109,5.541082,34.45096,31.322496,1.388119,3.672905,1.360651,18.254329,3.23918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277.745103,22.794198,16.046888,11.872581,23.418871,31.349082,17.718838,27.379861,5.38297,20.425035,29.74194,34.787516,18.536038,72.897871,6.425631,32.137045,25.469118,1.605271,4.038024,1.594352,15.633174,2.932483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274.901154,15.280125,11.009232,7.592242,19.319889,27.701898,13.440552,20.539449,3.389755,19.627047,20.654733,19.651034,11.496586,56.73307,7.084335,28.145883,18.452867,1.774186,3.709453,1.838582,10.280854,2.150469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263.168454,11.512712,8.633003,5.719176,13.142936,23.177481,9.034326,12.725982,1.729127,17.739439,14.758696,10.722405,7.566741,35.625409,6.586988,23.473326,12.857585,1.720704,2.863221,1.91197,5.598026,1.194136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239.499728,11.963731,8.897897,6.288154,7.545267,19.820321,5.820555,7.09922,1.125948,15.399233,11.560913,10.311072,8.056756,19.929066,4.673733,19.968633,9.520383,1.480523,1.993957,1.649496,3.628522,0.61919,0.115627,0.0,0.0,0.0,0.0,0.0,0.059634,0.0,0.0,0.261804,0.0,0.0
225.692424,12.239305,8.721929,6.301657,6.08988,15.304354,6.170444,7.421911,1.232905,11.055607,12.732482,12.991796,11.422003,19.324928,2.57082,15.83499,10.81557,0.86255,1.343262,1.076305,3.360316,0.476251,17.128866,15.106197,6.802123,4.620986,7.418238,4.827436,9.548921,4.183209,7.625548,13.936815,9.263095,5.886385
224.001754,12.03593,8.230566,5.878001,7.875037,13.106307,7.620091,9.390283,1.598603,8.696694,15.507699,15.961956,13.427536,26.693106,1.784767,14.057862,12.367629,0.515685,1.10819,0.934052,4.148611,0.712233,73.786148,66.813884,34.97091,20.06589,32.209129,18.335248,39.25845,15.586198,26.191862,36.461656,41.903188,26.533859
249.001502,12.061646,8.294643,5.959398,9.999754,16.219626,8.677541,11.001234,1.930481,10.469691,16.501214,18.041388,13.546269,32.431399,1.65696,17.47632,13.514377,0.560918,1.361566,0.714441,5.366808,1.067477,178.05685,164.790692,75.556555,53.223939,87.216037,52.665709,99.851687,43.919229,60.524081,52.664586,119.097994,75.695902
285.98881,12.729628,8.938256,6.522153,10.787402,19.103619,9.489887,11.890836,2.181444,12.315965,18.639242,18.722357,13.969882,35.301081,1.6734,20.532441,16.516669,0.724401,1.711462,0.548978,5.9455,1.165441,260.062793,254.876574,112.381309,92.513326,180.333485,108.528846,165.339957,93.209844,128.948441,74.645282,262.057583,127.248561
319.346082,16.179524,11.730792,8.801652,11.970079,21.694754,11.102896,13.850737,2.550652,14.02683,24.984453,22.408809,15.782546,40.354519,1.853596,23.480738,21.701675,0.906015,2.011521,0.454945,6.98301,1.279556,318.569743,317.483253,140.228006,118.602594,304.853822,161.79822,206.973098,141.424998,210.529245,111.845044,393.596391,163.842596
335.229242,21.841604,15.732874,12.030088,13.637015,25.129064,12.852101,15.995398,3.499357,15.964236,30.524699,30.678015,20.329858,45.41087,2.171188,27.242292,26.413525,1.069852,2.302738,0.420516,9.372699,1.540684,354.675073,354.57615,158.592108,132.575249,378.747187,189.67399,229.941148,169.990339,263.595627,173.484136,485.233598,183.656181
333.477924,27.751432,19.623814,15.213862,15.997665,27.853,14.806337,18.700442,5.114443,17.74925,35.368911,42.504542,28.62197,52.930604,2.72331,30.288993,30.101514,1.285018,2.671104,0.497748,13.328004,1.957651,369.034745,369.498098,165.951506,137.827228,396.631455,196.760564,238.489525,177.743663,279.548362,218.986621,514.245415,191.219271
323.367423,34.45557,23.892696,18.679123,18.636013,30.634045,16.43491,21.02463,7.120132,19.740088,39.286024,56.446872,37.425609,59.940964,3.416563,33.357027,31.807796,1.52167,3.07235,0.62537,18.301035,2.522202,361.594111,362.046436,163.45275,134.573284,383.851751,192.053412,233.018381,173.717581,273.616608,223.793976,499.967659,186.854884
325.700759,41.350333,28.264476,22.192029,21.834605,32.66031,18.423675,24.161523,9.625373,21.219946,43.363518,72.633742,47.900701,69.557993,4.154926,35.594593,34.029562,1.731891,3.547268,0.758844,24.183122,3.185195,334.000467,334.782996,151.885282,124.003432,354.118761,175.795146,214.360961,158.567186,249.305693,208.595872,461.689819,172.4125
315.243404,44.869336,30.41116,24.109623,25.670893,35.271807,20.574007,27.649879,11.911696,23.144468,46.707832,85.621882,53.76997,80.975187,4.695411,38.522754,35.000781,1.922634,3.975367,0.881922,30.258783,4.052637,284.958377,286.143202,130.545107,105.412627,300.644975,147.962513,181.611912,133.411012,210.400819,167.46111,393.100478,146.863289
286.642819,40.487591,26.906159,21.239129,27.420386,35.543526,20.146355,27.85522,12.01657,24.13973,40.927566,81.852441,49.515991,83.726905,5.076361,38.6937,30.618857,2.086541,4.301604,0.944891,31.476,4.408347,214.957721,216.229273,99.404283,78.944716,224.091468,105.627909,135.395036,93.591992,151.87481,125.396419,295.171961,110.443724
251.721441,33.587886,22.303745,17.063454,24.808793,29.606455,16.594936,22.936646,10.342376,21.486631,30.84738,67.726791,38.238488,70.952923,4.935403,31.65713,22.178994,1.968125,3.890845,0.928766,27.843297,4.117236,127.042646,127.920649,60.533328,46.709391,131.493714,51.128055,79.169527,42.904183,82.532657,74.403688,175.517523,65.766745
236.723975,30.34737,20.418846,14.820079,22.234827,21.555508,13.195717,19.057118,8.555447,16.881019,23.913109,55.607727,30.111542,58.280081,4.905584,22.639699,15.719121,1.709267,3.405241,0.928507,23.955244,3.788953,42.669335,43.114943,20.986192,15.267056,41.683235,18.591233,25.726639,16.400311,27.061447,25.967722,58.726573,21.808973
247.909819,32.437822,21.968809,15.934808,23.654581,17.347912,12.467235,18.840835,8.552967,14.61053,23.879969,54.271184,28.215736,56.211175,5.989565,17.488306,14.070266,1.71944,3.465911,1.175452,25.096729,4.268691,4.249152,4.269955,2.18128,1.402,3.722936,1.723719,2.389395,1.562134,2.440305,2.029581,5.369649,2.038826
277.411032,37.305859,25.921506,18.891281,23.471102,14.709563,11.925584,17.437135,8.544983,12.640033,28.41149,55.651285,29.564606,51.699359,7.042519,14.69102,15.666061,1.70866,3.317589,1.575427,25.565194,4.317785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325.699858,45.765493,32.556719,23.907954,21.546892,12.753408,12.0536,16.597733,7.544263,10.090204,38.378439,57.84709,36.20692,46.493918,6.635778,12.870644,21.411497,1.428004,2.676826,1.793003,22.579508,3.779542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391.075379,58.842902,42.133612,31.449489,20.758238,13.025301,14.574826,19.454525,7.603329,8.461853,54.532374,68.993133,54.107814,49.661005,5.098512,13.580385,32.588421,0.961837,2.011523,1.645234,21.125389,3.249621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454.207605,72.895048,52.796726,40.065427,22.254051,17.339194,19.604365,26.631948,9.923159,9.108295,73.613833,91.621232,77.867003,64.490548,3.366329,18.384555,46.994297,0.585979,1.806136,1.261936,24.23812,3.302044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491.662676,83.362206,61.349121,47.634594,26.287683,26.779887,25.63759,35.946592,13.496008,13.104113,89.493933,118.631659,91.046692,84.395459,2.530891,28.292401,59.897996,0.481842,2.194082,0.872008,31.765277,4.06298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510.35706,87.93299,65.27352,51.992373,32.623696,39.456431,31.810562,45.900141,16.632975,20.40535,100.824307,140.126846,89.496295,109.807516,2.433282,41.80495,68.429791,0.745149,3.14501,0.607954,41.378371,5.478611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515.763353,86.679652,64.187189,52.062714,42.544458,52.804604,39.24559,58.838617,17.319294,28.456085,112.027311,145.133527,79.728796,143.726612,3.345594,56.029932,75.877895,1.415949,4.743328,0.52024,47.243685,7.427468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513.385081,84.106482,62.5249,50.549904,52.312046,66.348105,47.901939,73.875547,16.273498,36.006308,120.347456,138.400806,71.677968,184.582942,5.146178,70.412148,83.69957,2.392447,6.950708,0.619625,47.22067,8.648737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504.032453,80.666465,59.444496,47.728876,59.075159,75.73328,53.342053,83.553689,15.945188,41.16346,118.565772,130.767379,69.920443,215.682945,7.886955,80.870289,85.219416,3.494209,9.309291,0.88708,46.978174,9.300416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500.869947,79.681613,58.63863,46.698251,60.766805,84.0539,52.059315,80.892738,16.568927,44.632265,110.608345,131.534122,72.672289,216.439866,10.854169,90.860435,81.785354,4.41079,10.745825,1.234561,48.7631,9.799042,0.222465,0.074391,0.0,0.178972,0.70114,0.820524,0.527818,0.672665,0.842122,0.308483,0.29567,0.134367
500.691264,77.870121,57.947814,45.520696,47.7822,81.669238,41.25341,59.81434,13.459866,42.626722,96.998811,114.879223,63.038777,167.979843,9.443379,90.463912,74.089716,3.741818,8.578168,1.158695,38.922982,7.017698,17.700746,16.916002,7.126628,7.273652,22.667044,13.445916,13.733967,11.989413,17.991202,14.144656,25.312338,9.416257
507.008437,79.386224,59.828617,46.781212,45.711617,83.040616,41.383386,59.065615,11.952378,42.445065,104.323474,112.724836,57.070427,165.179505,7.77242,92.738304,77.086723,3.272489,7.770719,0.913923,36.069159,6.408768,80.813374,83.89792,35.319293,33.560547,106.612608,53.566593,57.174698,49.366595,78.108365,72.43523,130.160735,46.007776
522.536565,84.275575,64.431276,51.064134,56.554237,97.943634,51.763682,75.242167,13.84859,49.161778,122.493725,127.023769,61.726326,210.956273,11.591086,109.765309,89.356725,5.103196,11.02152,1.220384,43.117105,8.204079,154.853982,166.063803,71.590394,64.856927,202.362797,97.208111,103.178508,90.819428,145.120174,138.951412,254.59956,90.176533
537.209924,88.233175,68.321466,54.680597,61.16095,102.778432,57.114282,83.311765,14.385043,50.831506,135.859451,134.831509,64.918075,231.513289,13.70555,115.574243,97.86697,5.849054,12.356116,1.463785,45.371687,8.963904,209.301005,233.584273,103.065017,90.514771,285.834184,131.234683,138.429863,124.672407,202.829003,195.280516,362.453728,127.244282
548.349087,90.594507,70.512559,56.956059,62.277083,105.348039,59.788632,87.077249,14.390068,51.455559,144.046007,138.515753,68.093718,239.138426,13.82106,118.653187,103.549428,6.123724,12.739779,1.522989,45.307158,8.964539,258.290673,287.591472,125.792303,107.292916,343.000262,154.514785,164.939757,146.73633,240.839686,235.638855,438.455325,152.841538
555.928673,93.273577,73.161157,59.260961,61.610354,107.699001,60.7827,87.862445,14.524245,51.981042,149.1567,142.506831,71.083947,238.397987,12.947215,121.51937,107.035614,6.102797,12.523605,1.468367,45.112152,8.781424,279.569116,290.926561,127.732387,111.472589,377.164614,167.448996,182.391468,159.442678,258.653809,260.48506,463.05749,161.697121
559.329034,95.491626,75.586461,61.497992,61.706206,110.464562,61.94472,89.712685,15.055411,52.5547,154.892098,147.471986,76.204526,241.155815,12.198675,124.843064,109.618011,6.018245,12.354976,1.430165,46.266535,8.853997,324.88757,322.468741,144.917921,116.536608,357.953049,159.928794,185.825574,152.409076,257.688094,268.874991,492.661094,168.212569
557.133305,96.783544,76.543019,62.716694,61.453441,112.458305,62.021358,89.93726,15.984675,52.992085,156.07881,153.038141,81.800687,240.671477,11.360119,127.331216,109.745455,5.897233,12.042962,1.401982,47.833794,8.858798,303.682368,324.644791,150.763331,117.59935,370.476818,153.672426,177.940602,150.051061,256.76017,261.06126,475.757225,167.298015
549.332294,95.268204,74.713675,61.262511,60.766517,111.765799,61.278908,88.76314,16.688681,52.800615,152.555646,154.650539,85.596689,237.896458,10.656378,126.226325,107.174559,5.668898,11.620169,1.384675,49.185568,8.854019,283.026774,298.639442,136.057952,102.37661,317.898592,124.743423,162.895342,124.621102,220.68045,237.183632,420.989097,149.600935
535.584584,91.655148,70.443163,57.487099,58.05292,108.436889,58.094586,84.102753,16.925437,51.960647,140.619285,151.020142,85.113061,226.68764,9.755337,121.974094,100.429403,5.263432,10.929797,1.34912,48.764146,8.548391,250.367568,254.40165,112.92841,87.58663,268.552728,100.134105,147.034065,96.220224,167.642501,200.135386,373.74757,128.039411
522.322864,87.176416,66.122651,53.199404,54.745275,103.267166,53.476429,77.160502,16.49365,50.613065,126.880253,142.945318,82.400426,209.135255,8.788142,115.80447,92.892825,4.810856,10.045631,1.28648,46.914269,8.129379,190.632426,190.263118,86.915786,65.181421,169.820269,77.293316,115.340956,69.535585,109.006301,143.556779,259.426783,93.23592
508.010521,83.659183,62.869301,49.749407,50.358901,97.105586,48.135712,69.248787,15.733614,48.781388,114.761878,132.888869,78.384673,188.066617,7.641744,108.135091,84.768006,4.227151,8.948192,1.164605,44.059635,7.493671,115.285718,112.41748,48.410031,38.119632,101.076574,46.149224,69.841684,39.469297,63.511152,80.771394,150.182417,55.836372
490.956392,79.93107,59.75328,46.286878,43.507341,88.868362,39.801108,57.022028,14.600595,46.08081,101.374247,119.871842,72.74487,151.374616,6.21984,98.06065,74.391958,3.433519,7.093297,1.025569,40.337395,6.69022,39.548372,38.624955,17.145932,13.311103,33.793393,16.733032,23.010749,14.644964,23.135488,24.736235,47.101172,18.729829
471.797624,77.465156,57.8979,44.168944,39.189476,77.90192,33.495719,49.3629,12.938137,42.720325,90.058114,106.308696,65.14507,122.161992,6.352498,84.229745,65.435628,3.162977,6.27612,1.048187,35.971529,6.192499,3.961169,3.774551,1.778755,1.207306,2.629097,1.211752,2.046764,1.04558,1.718638,1.557438,3.884274,1.712306
458.490478,79.452629,59.505997,45.518727,37.350177,68.674491,31.96803,47.454178,12.192737,39.394741,89.574554,102.083047,64.310469,115.340033,6.535379,73.086545,63.013993,2.931058,5.928379,1.151691,33.457759,5.669818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452.205001,83.347033,62.831673,48.23331,35.487702,62.605368,31.358659,46.317372,12.212525,36.387317,92.289347,109.239128,70.441605,110.520018,6.18164,65.950953,63.923244,2.579638,5.313189,1.177885,33.149017,5.235482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447.747033,85.715493,64.665226,50.180275,34.083326,58.415446,31.968528,46.68538,12.672795,33.821362,96.077638,117.448059,73.303598,109.970508,5.330978,61.42714,65.859297,2.201213,4.721614,1.120316,34.188552,5.064225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445.499008,86.771911,65.558985,51.515679,34.812194,57.299865,33.906273,49.812229,12.826385,32.629903,100.827097,122.268283,71.473174,117.560636,4.523086,60.167692,68.775693,1.937591,4.557212,1.035518,35.221282,5.198395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443.683966,87.762726,66.54174,52.724457,39.10213,60.782141,37.800735,56.485641,13.091196,34.344521,105.614205,127.320269,70.593656,137.608943,4.208548,64.003904,70.900784,2.048699,5.225858,0.953987,37.077427,5.882938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440.234956,88.109416,66.687941,53.118334,45.12106,66.824109,42.053208,64.693374,13.790345,37.663183,108.853284,132.891085,72.681225,161.38465,4.749784,70.495036,73.138504,2.567926,6.571593,0.895323,39.95947,6.951481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438.093611,87.127474,65.528434,52.25851,50.204512,72.029428,44.6784,69.32093,14.888002,40.602781,109.11241,135.694049,76.665856,176.251225,6.373995,76.406062,73.975757,3.163573,7.85081,0.924587,43.122124,7.905929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436.484743,84.889943,63.072849,50.112819,53.542994,75.541952,46.432346,72.783587,15.985331,42.465714,106.718477,135.41652,80.214701,187.97574,8.277871,80.300904,74.522001,3.65178,8.948183,1.075237,45.255693,8.381853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426.426963,81.204585,59.753258,47.320238,53.637999,77.489545,46.415584,72.48975,16.272088,43.334146,103.295774,130.704952,78.537533,189.120433,9.296035,82.566088,74.454211,3.973583,9.433633,1.225856,45.376054,8.237387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414.448153,79.578276,58.120093,45.85207,53.821312,79.02308,45.80749,70.353859,16.449265,43.766585,100.728098,129.293749,76.245458,188.521684,10.007373,84.765123,73.261549,4.186552,9.630227,1.334001,45.796557,8.257092,0.0,0.0,0.0,0.063855,0.285707,0.576742,0.275888,0.463808,0.429524,0.105218,0.0,0.021769
412.613336,78.25721,57.449751,44.624994,47.838665,75.06156,42.779103,62.450975,15.142714,40.754116,99.582415,121.465953,72.02456,171.80669,8.949979,82.49511,73.704979,3.520252,8.338123,1.151548,41.722754,6.865797,16.598137,16.829173,6.456173,7.450195,23.338235,13.405241,13.004571,12.216615,18.269079,15.026847,26.719948,9.814397
426.776377,83.220132,61.913071,48.193923,50.494969,79.320469,43.407793,62.520112,16.926373,42.338101,0.10366,132.414115,75.393052,177.250214,10.931921,87.793566,75.134784,3.835732,8.776348,1.448854,47.356355,7.560548,61.19945,63.772786,26.173499,27.485528,88.553217,41.146,38.902321,42.077289,63.010752,61.862255,110.258677,37.946281
448.187983,90.864007,69.272555,54.287239,57.382837,86.358183,48.085236,69.714436,19.909108,46.629767,115.018402,149.756432,92.6799,199.875599,14.928068,95.587356,80.713975,5.372934,10.928131,2.114621,55.23659,8.97825,117.251772,121.031576,52.655968,52.795772,176.83699,70.042997,68.132976,74.759217,119.375035,120.40888,212.388033,70.424443
472.767445,98.062565,76.669309,60.643138,58.669642,85.536616,50.342905,72.658748,19.906812,46.811503,127.253068,160.215423,98.911324,206.773578,15.34683,94.841507,85.84559,5.872811,11.370892,2.222888,55.902751,9.139959,171.856827,169.126739,73.418261,74.058155,244.963187,93.964187,99.447062,107.938112,184.839532,178.091477,280.410636,93.938995
494.69551,104.504233,84.031144,67.346412,59.671146,83.805591,52.478591,75.655889,20.065033,45.988177,140.795942,171.006702,104.077114,212.481515,14.526527,92.711427,91.877914,5.699316,11.152287,2.141575,56.981437,9.333841,205.951801,213.198145,94.122107,84.629397,288.57718,106.871077,122.423923,123.486646,216.591989,223.370962,366.894615,114.668752
521.681198,109.950678,90.938381,73.797823,62.270835,84.228468,57.009846,82.104693,20.948013,45.677788,159.309669,182.773004,111.313685,227.223978,13.837193,93.145718,101.28334,5.531472,11.16053,2.061993,59.727777,9.75105,232.333457,239.696887,111.337971,95.060373,327.439484,126.438737,141.506292,141.667409,235.893869,250.320986,429.583626,132.986077
540.255386,114.04451,96.415955,79.345218,66.215028,88.041518,63.593229,92.013744,23.113149,46.567881,179.673184,195.94102,123.433091,248.173476,13.708213,97.42568,113.536298,5.634264,11.674737,2.092754,65.156894,10.485996,220.088783,251.693532,114.16418,88.495978,328.069615,131.904664,145.514602,135.233037,222.50864,258.712424,447.617751,134.835358
558.024625,117.223903,100.548914,83.856562,70.500915,94.844711,70.68506,102.98519,26.14274,48.405069,197.33018,211.22347,137.57704,272.823225,14.045987,105.509817,125.411892,5.897344,12.620845,2.216572,73.030039,11.453865,222.459312,275.459483,126.630238,91.110096,339.455622,124.440044,146.09874,132.084137,235.76868,254.843556,471.082372,150.623549
568.99411,119.285764,103.368926,87.151465,74.3438,102.785685,76.151639,112.234885,29.423197,50.404046,208.529616,225.110691,151.65083,291.165243,14.489887,114.744527,134.350685,6.189385,13.499395,2.400408,81.685329,12.652814,201.130541,239.647808,119.961137,86.939147,314.223604,101.501647,118.119406,104.612608,199.514257,230.454278,411.273547,133.793864
578.590657,120.125573,104.415345,88.723381,78.863684,112.550711,80.938643,120.397473,32.347931,52.612013,217.51633,234.953587,162.312655,310.239603,15.381772,126.85522,140.450486,6.413072,14.171149,2.64303,89.814528,14.045575,173.126385,208.556311,107.68286,66.989497,238.850368,82.723546,95.590404,82.31306,151.264214,192.977329,349.978253,109.043855
581.199232,119.488612,103.185105,87.798791,82.834491,122.239991,84.525251,127.432337,34.74133,54.688657,220.131492,238.853299,168.407479,326.763374,16.805935,139.302954,143.484381,6.656514,14.892357,2.937787,96.271815,15.414646,122.867634,150.409084,80.491715,46.57483,159.572017,54.630942,69.769553,56.813759,101.268495,138.321711,250.689544,77.941666
579.520413,116.685208,99.01481,83.555466,81.556928,124.922159,81.895479,123.446096,34.93339,55.162193,208.86747,231.904161,161.363141,316.204083,16.397272,142.756772,139.586604,6.382644,14.416845,3.149061,96.536932,15.432989,70.588034,82.431323,43.815763,26.112591,77.827772,30.13606,40.972288,31.391303,53.86003,74.908738,131.370039,41.239997
571.660528,111.376218,91.799107,76.318855,74.261428,121.678887,72.149629,107.03791,31.318369,53.948728,184.766924,211.688765,141.004634,275.389719,15.140554,138.523249,127.576463,5.476055,12.569122,2.982337,87.033787,13.645454,27.907232,30.585082,16.416208,10.287561,27.326314,11.632743,15.703643,11.72351,18.815869,22.977963,43.128709,14.932983
557.800351,102.812694,81.568226,66.515234,62.219878,113.350963,58.480548,86.133858,24.052758,51.625431,152.154705,177.223328,111.856669,217.985373,14.954956,127.884409,110.525708,4.852778,10.83712,2.821192,66.877073,10.39542,2.033802,2.364116,1.542071,0.697675,1.576275,0.430995,0.91735,0.482521,0.883282,1.113422,2.772555,1.110162
542.183198,93.646378,71.311115,57.891833,57.534745,105.816777,53.364645,78.99679,19.749947,49.909919,135.377016,154.646199,102.108651,201.161197,14.215876,118.199828,99.088025,4.559243,9.8344,2.846179,54.747683,8.964394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522.650559,87.726622,63.643015,52.58804,62.054312,105.905176,56.082671,85.160909,20.305458,50.606567,128.675234,159.701687,108.425054,223.029915,13.707614,118.31725,94.389744,4.736078,10.460498,2.705896,56.36358,9.941334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502.103237,76.625302,52.635854,43.800048,59.226566,105.439749,51.690836,78.986307,21.194921,51.489598,110.481146,153.018043,107.085675,211.009613,13.331539,117.217309,84.333837,5.278025,10.929364,2.596281,57.706867,9.987804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479.42525,61.803982,41.389526,34.050631,57.384473,97.331664,47.502698,73.072048,20.30537,49.863274,96.415733,129.012312,91.094345,197.431207,14.565641,107.236669,76.881787,5.306418,10.744353,2.660927,54.294507,9.537043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454.138562,51.388697,34.975499,28.023995,52.686642,87.82121,41.922869,64.792432,16.427768,47.011197,82.720049,100.321973,70.829949,174.72456,14.959393,95.48282,68.774477,5.263512,10.42858,2.618161,44.003815,8.358167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416.293479,48.29798,34.026759,26.835651,46.907541,85.537014,38.555183,59.792881,13.134949,46.340714,77.320985,81.48577,56.698172,157.529648,13.102302,92.564248,63.667455,5.068962,9.815387,2.319003,34.951922,6.890042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
