p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw,p_mw
445.456008,88.292745,65.957843,54.056255,60.867962,67.743937,48.8614,74.568991,14.37622,40.34925,120.705979,134.911195,64.900304,202.65497,15.773594,70.970075,80.816846,5.31892,10.978567,2.689896,44.958227,10.261738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445.920066,82.395264,60.191732,49.284334,59.450898,72.121684,49.132236,75.190313,13.656223,41.792007,116.08222,124.448738,62.510304,202.961778,14.353675,76.429624,80.648592,5.356543,11.160488,2.545298,40.856101,9.571303,0.0,0.0,0.0,0.0,0.0,0.093408,0.0,0.076118,0.042415,0.0,0.0,0.0
443.609609,74.592791,53.832424,43.332086,48.714524,69.670791,42.604021,62.012571,12.982164,39.984661,102.542069,107.728475,60.179591,170.996841,10.801515,75.229953,75.40139,4.517246,9.286964,2.080631,35.664618,7.046673,17.095133,16.53662,6.261793,7.175927,22.086698,12.220481,13.314186,11.261906,17.318841,14.472427,25.443505,9.34188
441.990826,61.826307,45.029542,35.092173,32.102997,61.845608,31.402983,42.578409,8.575853,35.669044,82.340267,73.372614,42.739331,116.989581,6.052185,67.441384,66.107976,3.242655,6.359248,1.169738,22.614006,3.850145,79.47293,80.085366,34.370431,31.587323,93.339201,49.718132,56.380113,45.18864,69.78647,66.409418,120.890855,42.481679
468.866711,49.950058,36.592684,28.240393,24.776694,60.720813,25.958771,33.796133,5.478797,34.530617,71.751439,50.834319,29.560858,88.680075,4.490615,66.100105,63.52203,2.627281,4.870688,0.753758,14.987998,2.787178,166.430973,168.161594,62.333971,63.588021,189.466939,98.175553,111.215209,88.549745,136.797302,134.89755,250.087563,88.126807
505.527611,44.160679,32.557667,25.011664,25.509883,75.987566,29.552033,39.714514,4.930086,41.6676,74.225718,44.170153,26.3961,101.402288,4.587231,82.494005,69.937018,3.245833,5.832248,0.997277,13.942982,2.499999,244.580991,244.379567,98.497797,92.479038,278.591707,139.290691,162.200619,125.255081,196.051598,192.815874,360.411373,129.637596
528.781123,42.112533,30.149869,23.006595,24.102204,96.490391,29.977589,40.045501,7.358143,48.360892,71.365391,48.620719,38.376859,93.049003,4.509978,105.610408,77.144675,3.522533,5.803865,1.162335,17.780582,2.533449,302.053745,300.461798,136.925691,114.179927,344.633889,168.78446,198.838005,151.720907,240.576312,233.333615,439.229909,159.238224
537.230272,45.4846,31.010747,23.119053,23.935533,102.24659,27.189493,36.267806,10.631952,49.590446,63.263623,61.925934,55.637762,82.419576,5.323813,112.440521,74.468369,3.158378,5.038888,1.158923,23.629069,3.077668,337.490803,341.603128,153.613429,127.2832,382.463816,186.009739,220.711666,167.330415,267.427282,256.715311,488.916415,177.560941
539.673281,53.296908,35.254681,25.923824,24.580077,96.091107,23.673252,32.192548,15.003798,47.113322,53.704954,82.536916,72.396004,79.403115,5.600818,104.851051,61.659161,2.733026,4.630218,1.370733,32.916724,3.543295,353.056736,355.419733,160.420394,131.753246,393.329314,191.140139,227.953268,172.453625,276.462897,263.639421,504.795371,183.667931
538.989757,67.443357,45.031502,33.372542,28.280594,80.38044,21.337328,29.946226,19.90938,41.494687,50.114345,113.452339,87.54057,82.505069,6.329378,86.246663,46.085353,2.434697,4.498059,2.037096,46.517253,4.832454,343.29581,345.25361,157.358739,127.203459,377.147401,183.727111,219.896286,165.787302,265.864191,252.20362,486.08005,177.521845
531.175602,80.461697,55.592987,42.300277,35.557744,57.96925,22.377221,32.038644,24.480254,32.842883,59.458907,141.019461,106.964034,94.21246,8.200487,60.997835,38.581338,2.274517,4.646878,3.12875,60.113207,6.839958,313.816843,313.642398,145.255988,114.485593,323.343173,164.752435,199.024506,148.915555,238.511486,227.356307,439.484003,157.96733
503.0297,89.961487,64.311501,49.773231,43.707883,36.771106,26.423692,38.537656,28.056302,23.696385,78.170699,162.10724,123.627523,111.476196,10.823172,37.804533,40.447681,2.240338,4.931264,4.163376,70.72473,8.78011,258.850013,260.945398,123.542265,87.200796,240.467859,134.625856,164.871265,120.715611,181.16085,183.891648,361.953602,126.881595
443.760737,94.965385,70.071584,54.030177,48.292692,25.886573,30.611869,45.190925,26.31739,18.552998,92.039901,163.742901,112.98004,126.254501,12.076209,26.369519,47.367605,2.212074,5.183328,4.645708,70.334664,9.641654,185.561229,194.411039,93.43484,59.197162,182.944735,89.838304,96.241935,75.027987,107.666731,129.657987,264.143746,95.733825
396.148653,92.729469,69.034407,51.840643,47.265891,21.61587,32.700122,48.925642,19.502053,15.924555,93.018802,136.157795,89.464084,131.59712,13.709776,21.82744,55.520997,1.991629,5.076825,4.377747,53.7521,8.104175,111.350537,114.68739,55.644397,38.02134,99.012724,43.491469,55.67849,37.182925,62.991877,72.269061,146.899338,55.649624
373.587033,93.939177,71.020156,52.912026,41.203286,21.305331,30.66767,47.197253,15.56701,14.866152,79.989772,119.969783,80.839423,121.997023,14.565349,21.25204,53.111765,1.925283,5.690561,3.635966,41.917111,6.131199,36.737198,37.040796,17.809997,12.356483,33.480504,13.124712,20.262751,11.909079,20.313975,22.054361,47.569191,17.95661
357.899335,102.005679,79.422059,61.540976,39.973434,25.769766,31.646448,49.221019,16.129642,17.857903,89.960416,139.871365,96.5531,124.763715,13.163791,25.406421,54.724346,2.772609,7.476126,3.047269,43.115591,5.954166,2.684112,2.586718,1.443772,0.777612,1.580146,0.538339,1.358594,0.476481,0.921937,0.916994,2.732723,1.115282
364.327805,107.640013,85.321284,68.868284,42.080449,38.511681,36.064158,54.784828,19.232051,25.878161,116.032315,169.462288,115.874554,137.073033,8.921574,38.043706,64.422775,3.556149,7.528453,2.238943,50.337131,6.839271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375.871625,109.630375,87.238331,71.717457,50.074302,59.049403,43.479521,66.29227,23.343374,36.39641,132.334976,190.852624,130.70615,169.463029,6.518776,58.723664,74.273683,3.970461,7.506519,1.765394,61.315423,8.780491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385.437031,110.575744,87.45455,72.310888,62.576153,78.810775,54.723341,85.599528,28.696527,44.60543,138.495466,209.684581,160.101285,221.957349,8.989668,80.298241,85.669175,4.66608,9.894135,2.115811,74.322242,11.065309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397.444937,109.805838,85.248264,70.923,71.273832,97.105946,59.6287,94.700554,30.647162,50.401335,127.407907,222.30401,143.345641,254.263467,14.814582,101.553835,87.544291,6.054425,13.431076,2.938981,86.073586,13.656286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392.623216,103.774218,78.365262,64.782811,72.654218,106.757553,56.378253,88.705775,24.62749,52.974367,115.423101,198.190616,130.296247,248.81963,19.936181,113.872386,79.592861,7.103062,14.495785,3.515033,71.998203,13.131799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403.279662,95.151305,69.033899,55.68126,65.433207,104.490057,51.213404,79.553251,22.676135,52.517067,105.61715,175.186513,104.344686,225.535766,20.788957,112.237008,73.134116,7.33928,14.031729,3.473762,65.70086,11.070683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410.003742,90.290272,64.82155,51.15551,60.807363,95.528882,45.972092,72.156724,19.850503,50.243132,88.907833,155.114618,96.2411,203.185625,19.355714,101.856123,65.117494,6.795288,12.785214,3.387871,56.966566,9.987978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400.255992,90.528211,65.478268,51.709503,53.530681,82.239158,39.324349,60.755762,19.750623,46.256684,85.906781,153.843978,95.429631,169.960762,17.321285,86.419764,57.478267,5.800118,10.462887,3.473868,55.221427,8.964423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413.451681,89.521626,64.928151,51.320036,54.372067,71.92394,39.73207,61.131888,19.402368,42.782655,90.314743,154.06115,92.803111,170.966319,16.960402,74.755524,57.929636,5.433882,10.025353,3.397335,55.342205,9.224417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428.715697,87.741402,63.60709,50.965751,56.0633,64.608547,41.591821,63.525413,19.208998,39.695018,97.616928,152.391387,89.935205,179.748561,15.102716,67.240168,61.045509,5.015161,9.630708,3.030155,55.213272,9.403592,0.0,0.0,0.0,0.0,0.043308,0.258493,0.089201,0.207555,0.221602,0.0,0.0,0.0
447.951677,81.895308,59.134154,46.734782,53.147104,62.023137,40.416265,60.279758,16.537273,37.81062,91.783929,136.367303,77.454634,177.739666,13.087301,65.638418,60.221375,4.424626,9.320331,2.400328,47.848168,8.34335,18.384923,17.527882,6.155762,7.623569,24.20437,12.459144,14.206892,11.196427,18.318909,15.211031,27.25974,10.07399
475.15551,78.222012,56.496144,44.368557,51.651086,63.602237,39.252868,57.008071,15.003166,38.075562,93.363238,124.864523,69.008725,170.981168,13.237987,67.8457,62.850427,4.559111,9.242269,2.228463,44.465965,7.902461,95.62716,96.512323,41.181386,37.522844,107.335406,52.757958,65.800588,45.984296,73.204272,69.053817,138.642786,51.512842
502.16772,78.576146,56.969185,44.665938,54.372601,80.969235,43.460198,62.812733,15.362486,44.864103,102.096091,125.835211,69.767975,183.939306,15.216658,87.609788,72.091538,5.397974,10.416836,2.508173,45.788637,8.281061,191.488034,193.52925,85.048885,73.254763,217.891217,108.381718,126.827386,97.195509,153.60702,139.947752,278.719862,101.882729
523.25693,79.450818,57.935142,45.818203,57.194359,96.944047,50.187403,72.562784,15.145633,49.889954,114.375634,125.723264,67.551129,203.386737,16.427082,106.55268,87.116589,6.327283,11.943428,2.776438,45.782178,8.448776,272.694072,275.915829,122.676586,103.436278,310.388911,149.357329,177.496038,134.694232,216.580101,203.987781,398.85622,144.411968
532.089248,78.574411,57.590423,46.442289,60.391244,108.805236,56.899228,82.352073,14.865783,52.925248,127.604098,124.531647,64.186392,225.019458,16.366109,121.33361,99.088649,6.819123,13.00324,2.81186,45.305186,8.708703,327.079357,334.326082,149.671001,123.1773,374.145353,177.325978,210.638653,160.407226,259.814797,251.49203,482.859865,174.093873
532.638191,79.252079,58.362699,47.799591,63.928176,118.639798,63.301852,92.012487,15.069873,55.165441,138.979426,127.309798,65.509573,248.166815,16.364816,133.876498,108.25723,7.28697,14.159408,2.756335,46.136909,9.126502,358.404809,370.081882,165.433308,135.444233,412.810251,194.35026,230.861923,175.779562,286.585522,279.542264,533.966402,192.444723
533.720709,80.346782,58.981098,48.738007,68.742488,129.209085,69.008725,101.688885,16.632538,57.239593,145.777448,135.727819,70.555776,273.160235,17.513887,147.581227,113.67699,8.061338,15.802644,2.787514,50.51712,10.098897,300.689817,316.790215,134.584983,133.803526,425.262868,200.522499,238.278281,180.960641,293.794243,288.772163,547.017014,189.090094
534.568791,79.999812,58.275392,48.194501,72.525318,135.040851,71.687105,107.147377,18.157352,58.405424,144.351937,141.428909,77.20892,288.364247,19.350894,155.170954,113.917306,9.031466,17.281276,2.911145,54.666889,11.013668,169.944678,203.153881,110.602249,81.239042,366.478755,164.310488,165.881354,145.878339,258.903616,278.010686,450.555211,120.777183
534.021885,78.99789,56.730953,46.783052,73.348498,135.169351,71.267589,107.406016,19.199971,58.713973,138.991804,142.985597,83.236124,290.777646,20.8962,155.203911,111.107182,9.635761,18.095646,3.039413,56.565846,11.326012,178.931063,224.850866,138.583065,55.687494,224.311103,109.438319,93.502001,84.449241,138.856225,238.065899,344.291668,98.026421
526.49225,81.403237,58.362227,48.272884,72.50234,131.069,68.162425,102.464966,20.626785,58.306157,137.106809,150.213576,95.042417,278.872158,21.246276,149.491086,107.343977,9.563365,17.30263,3.152264,58.768843,11.343881,273.807377,250.143357,118.919657,74.229676,182.75814,63.761492,131.307578,52.821095,92.893184,190.341624,335.701651,116.832454
516.053117,82.207056,58.363774,47.579004,71.632891,124.373389,65.831283,98.939366,21.94017,57.072614,129.573592,153.842558,101.599672,272.83973,20.548309,140.591941,101.830941,8.83665,16.356183,3.159529,61.314496,11.433568,199.737248,196.518303,86.712506,74.145249,173.003515,87.71602,134.833828,74.812902,111.838241,145.791621,251.987745,99.581667
498.969832,81.551319,57.898923,45.263477,66.357654,115.79674,58.011866,87.15323,21.565903,55.36125,108.989751,145.382229,101.755998,243.960834,18.915062,129.408087,88.406272,7.782681,14.623877,3.05764,58.076136,10.475811,92.677969,96.791045,44.78257,38.192719,119.567309,61.55325,75.691899,54.128176,81.246011,79.353361,149.180654,54.340679
484.278857,83.22184,60.240707,45.930295,54.375625,97.499484,45.568433,68.521303,19.199832,50.514238,91.622204,130.031341,97.724254,191.317691,14.25616,106.582694,72.508526,5.893184,11.254009,2.507854,49.192263,8.061667,33.815304,32.716678,15.79469,11.507037,34.097975,17.134696,21.533001,15.44817,23.769966,23.670339,46.283223,15.861618
473.215188,91.924193,68.511316,52.512308,45.486768,79.322951,38.399099,58.098433,19.362861,44.253072,94.908084,139.467303,107.504664,151.349575,10.798167,83.475331,66.107038,4.558702,8.743007,2.104244,47.778539,6.896793,3.38607,3.284433,1.748485,0.973341,1.843266,1.008691,1.706,0.824137,1.237872,1.160076,3.110674,1.420949
482.087735,105.166766,82.45229,65.22756,49.192987,68.248624,41.514767,62.967639,23.549108,39.695714,118.383372,177.65284,127.816056,160.293912,9.83445,70.494118,72.721645,3.967146,8.096299,2.035993,60.11269,8.383631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493.721775,111.849626,90.816259,74.234316,60.39113,68.675501,49.605039,76.031428,27.246099,39.236337,137.336291,207.854287,135.825088,199.545103,10.173664,70.967639,82.224704,3.869215,8.854168,1.971808,74.874349,11.261769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506.601976,112.894097,92.884022,76.650753,71.014877,76.660357,58.966592,91.187498,26.754499,42.592372,153.611122,210.258937,128.748682,244.810084,14.085557,79.583092,93.023414,4.666243,11.188346,2.447772,77.793049,13.109216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527.194149,112.278977,92.537164,76.135956,75.333388,90.075762,66.930822,102.916533,25.229022,46.907769,166.618543,203.967459,123.329822,277.100112,18.214289,95.600014,107.763667,5.790421,13.499046,2.87691,74.217355,13.130948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544.572853,112.184332,92.902336,76.619343,76.852699,107.532984,73.633192,112.236066,24.660019,51.834033,183.449055,199.380951,120.975972,296.766672,19.665051,117.696456,118.784893,6.86986,15.040709,3.000546,71.360926,12.56627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568.749372,112.357515,93.272171,76.647587,74.15536,114.237125,71.82152,107.352975,24.228648,53.702495,185.697358,194.878886,117.198488,284.798432,18.77441,126.820315,121.170858,7.334095,14.763906,3.057354,69.759387,11.868482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581.778529,114.082467,95.050776,78.265809,72.259654,116.299472,72.206017,106.375885,23.593398,54.260443,191.165123,201.695674,119.081579,275.401268,18.054633,129.919219,129.564578,7.27758,14.160261,3.159063,69.493366,11.455412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585.055432,110.256397,89.591564,73.631451,75.331757,124.004774,74.797698,112.237852,22.496744,55.240746,188.278886,195.368972,112.986003,292.48894,18.459089,140.143736,131.824466,7.191368,14.743083,3.304314,68.331127,12.556055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583.340693,106.807997,85.974208,70.476515,75.778476,128.741064,77.39989,117.260639,23.807471,55.984869,184.500464,187.641789,106.071921,300.03211,17.909019,146.710911,132.599197,7.159968,14.849423,3.40361,69.713642,12.295532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581.438598,109.459512,88.380566,72.863145,74.11307,138.456775,76.288716,114.697086,27.853462,58.295491,180.672188,205.381308,120.303639,292.497144,16.962078,159.483201,131.049262,7.713056,15.027497,3.604071,80.343213,12.408994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578.963871,107.630617,86.823708,71.89804,71.715497,137.201401,73.633423,110.320234,26.513112,58.369494,175.646469,194.878654,122.317495,288.222821,16.567338,157.565547,124.247238,8.338177,16.152588,3.746047,74.095295,11.241666,8.020809,5.856758,2.137373,2.596511,8.417063,2.785987,5.652776,3.30257,6.668242,12.532449,10.879951,2.944982
571.27751,101.217431,79.419533,64.454245,69.693043,135.452774,69.709112,104.16874,22.356545,58.192464,162.284748,172.247746,105.918011,276.256655,18.614564,155.536286,115.280476,8.586058,15.953703,4.079104,63.544139,10.397626,17.526505,15.997663,6.442013,5.86753,17.780202,9.34435,13.310648,7.92513,12.255384,30.914438,23.98378,8.073784
568.495884,97.112095,74.988536,60.521983,70.765693,129.992667,67.123459,99.364795,24.05643,56.83678,155.349329,168.668374,102.094107,266.300003,20.518728,148.547907,112.093198,8.094276,15.254046,4.400474,67.749066,11.261081,41.59978,37.404663,16.046173,12.008359,31.53119,16.330243,27.992404,12.817163,18.49343,48.731168,39.985107,18.013734
570.255456,96.232065,73.64044,60.246675,72.522874,133.545548,71.691384,106.26565,24.829657,57.572496,165.962269,172.894447,106.91545,277.114092,20.095268,153.049919,119.694282,8.256033,15.520909,4.281183,69.816062,11.919758,93.242193,66.729602,28.71673,24.756105,62.900349,47.544716,88.706383,31.598189,37.530608,55.795661,71.681556,33.35081
565.297962,87.741736,64.390413,52.538783,73.950769,137.785135,73.059739,109.654392,23.179781,58.782631,154.400306,160.424842,98.869404,288.223699,20.980801,158.800121,119.035732,9.085549,16.855016,4.148125,65.707174,11.953332,99.167798,71.283435,36.863521,32.180591,82.953554,105.700379,136.677977,70.31153,61.318863,57.650731,105.40352,37.637041
555.065542,75.129789,53.291718,43.144675,64.69143,133.946558,61.944721,92.014441,18.812428,58.413342,123.445364,131.824433,77.883553,245.887532,18.832959,153.465472,103.542435,8.641966,15.416119,3.869547,53.628682,9.718383,100.606058,85.895281,51.16849,31.318179,63.689363,97.711187,80.36567,63.695767,51.72044,57.198036,99.458433,41.36811
543.613021,72.08888,50.94943,40.766227,56.195647,124.753017,52.991621,77.042969,15.636335,56.982776,106.880977,117.497604,66.35628,206.764043,15.961899,141.143358,93.061153,7.603872,13.178129,3.343592,45.369738,8.133131,163.216931,132.285364,63.430268,44.932033,76.151771,73.715172,112.65223,54.219893,59.281133,51.309064,116.535365,61.503236
529.99177,73.795509,52.738728,42.680594,56.443518,117.733649,51.953409,75.116618,14.866421,55.574865,108.850761,116.388257,63.897119,206.762705,15.51006,132.146957,90.219161,7.175041,12.80251,2.908539,43.522524,8.112822,270.037671,186.571841,66.454661,87.634939,112.34927,122.511361,177.008287,101.898666,107.157292,50.615935,144.698726,94.950759
510.018868,70.299266,50.156202,40.482437,55.127756,111.92536,50.305341,72.666919,13.790338,54.258702,105.723516,107.820949,59.045126,201.160953,15.122672,124.843736,86.283553,6.87956,12.358848,2.617754,40.347824,7.819236,191.129345,144.147009,59.230228,87.523663,174.000305,142.251415,173.939723,124.128357,140.047689,55.96992,170.158982,88.769023
485.406589,59.700411,42.23605,33.75455,50.078542,102.135312,45.284453,65.86102,12.359307,51.956216,95.796784,87.902945,54.177259,181.942778,13.531293,112.623765,77.955975,6.238179,11.160656,2.262129,34.180775,6.657563,72.280425,80.700361,39.406401,36.131204,104.01579,87.586257,67.292694,86.15658,112.613975,60.314261,135.578109,46.027022
452.170579,50.687449,35.128637,26.743896,38.939186,87.44784,36.072884,52.258262,11.130771,47.595991,75.573268,69.958614,50.930709,140.329115,10.056792,94.687473,66.517493,5.088076,8.814762,1.768085,28.45562,4.753849,37.740032,45.697477,22.191168,15.868968,58.752923,28.768331,28.274788,25.837567,40.502634,40.681398,82.46392,25.211316
412.411623,51.986305,35.423501,25.762352,26.996522,70.067959,25.06307,35.220843,10.280051,40.242021,57.100211,66.381202,52.69217,88.992659,6.667103,74.372588,52.701587,3.21424,5.46717,1.182078,25.068065,3.483885,21.69925,25.137449,13.758181,8.694748,29.228158,12.210735,13.671498,10.555123,17.497273,20.194449,39.743634,13.508641
389.678947,65.833347,44.734507,31.504357,22.355543,56.526137,18.330607,25.097902,12.770508,32.857843,46.48043,88.056992,68.148946,60.006501,6.210818,59.367912,42.375225,2.124857,3.74443,0.977648,30.77395,3.78918,7.617225,9.825868,5.093444,2.877147,10.032091,3.741975,4.884872,3.435563,5.754722,7.106045,15.349494,5.036413
361.035341,92.340806,67.266714,48.883776,29.995294,44.364328,18.219314,26.178717,17.955365,26.282528,55.013932,137.753339,88.088257,67.637609,8.597889,45.684016,35.088222,1.790319,3.534829,1.361388,47.273255,6.281158,0.225538,0.23749,0.0,0.087914,0.293849,0.0,0.000794,0.0,0.0,0.000332,0.312558,0.172897
293.231834,113.367826,93.558389,73.66175,48.930376,27.874078,30.949755,46.767134,20.460341,17.573511,106.043158,182.798289,105.924744,128.626331,13.570099,28.218414,46.352322,2.190177,5.690667,2.140929,59.611116,9.550702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.615444,121.695977,106.400949,89.189006,66.726511,15.450849,55.5018,83.670184,23.285122,12.271716,177.160707,216.473772,132.179816,227.232456,16.807469,15.267666,81.947308,3.773308,10.141962,2.831799,68.338353,11.172466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.236601,125.477808,112.630177,97.379285,80.68819,25.584114,79.234452,120.105999,28.973903,20.667004,230.393506,249.750366,170.836137,312.079022,17.659144,25.560317,122.276229,5.974101,14.222619,3.256171,83.810554,14.348851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310.028617,126.90547,115.150035,100.701477,84.539768,59.063232,89.807081,137.305441,36.964996,40.240748,241.892367,268.899562,201.211207,346.6642,17.92019,61.208936,140.891772,8.028927,17.353037,3.735375,102.122394,15.703059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431.282225,127.416937,116.12041,102.085752,91.764093,93.213454,94.818618,148.156395,45.068814,51.125053,240.799897,279.525603,221.846929,372.889984,22.260729,100.309847,150.294385,9.032165,19.267999,4.624846,121.960947,17.908099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491.201464,127.548829,116.462774,102.98306,102.249408,134.212231,112.064038,184.402355,48.999345,58.164733,268.032928,284.987792,224.765807,455.690713,24.431267,152.688347,167.268012,10.347747,23.04515,5.363039,134.286638,20.055147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515.765313,127.421601,115.922045,102.308568,109.201247,154.969966,120.219083,205.282479,54.750382,60.388975,273.421092,291.199641,238.322402,500.878437,38.040784,182.89403,174.823509,12.860119,29.048232,5.909006,148.371978,24.131049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.65068,126.532233,113.908219,100.577023,111.741437,159.921611,122.229357,211.487908,56.1876,60.385196,269.827081,290.901562,235.780209,515.979935,44.882188,190.697018,174.199313,14.997431,31.526081,6.639128,153.913229,25.731724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426.438737,122.760034,107.282761,93.059184,109.40994,161.422759,117.050348,199.260038,50.081115,59.975042,248.706383,272.063852,204.820896,493.239691,47.60105,193.04652,165.565615,15.690505,31.136179,6.804861,140.268584,24.257735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461.813802,119.185814,102.489478,88.003718,104.909909,158.731712,111.112149,184.159774,43.165938,60.117324,240.281676,251.441312,176.863766,459.002173,45.810237,188.697279,159.702891,15.377014,29.136859,7.005727,122.802332,21.528381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490.657617,114.387843,95.93648,81.780323,101.860255,155.495771,107.736019,176.597559,36.28645,60.412682,232.61828,231.362368,148.205491,444.699247,40.777998,183.791539,155.352456,14.811443,27.626823,6.927564,105.905979,19.6497,7.273992,11.400414,6.448976,4.326982,14.413021,8.672829,9.00699,8.304482,11.234624,11.602445,21.589748,6.010163
459.080797,106.523709,85.998528,72.736669,99.281194,152.673381,102.156294,166.124209,32.516552,60.438643,209.718824,211.758418,123.831817,429.643663,39.683093,179.444308,142.98677,15.19549,27.672419,6.766335,96.33762,18.408056,21.483897,35.350807,21.692595,13.581939,55.195052,16.878614,15.172537,19.405429,39.20974,49.581052,93.086582,19.25114
411.029594,93.996983,72.416382,60.392378,93.598968,139.612588,91.814847,146.941963,27.808813,60.183739,176.941185,181.306253,103.300768,395.447219,37.657538,160.76251,124.499819,14.756255,26.242974,6.639135,82.736586,16.051324,43.176514,74.565838,73.018372,25.313087,137.907624,29.979025,37.519779,41.034756,101.263902,111.195865,222.400563,38.606585
398.601022,81.269543,59.83365,48.99742,84.231462,123.16795,76.536604,120.011587,24.22684,58.303411,138.090459,154.647142,94.471184,338.952175,33.85334,139.308235,101.835835,13.386739,23.136516,6.179331,69.712263,13.438843,79.715231,127.122032,108.628145,40.09285,235.42682,54.585374,81.204927,50.915046,126.541377,181.773948,337.362517,69.559118
422.654965,75.803161,54.804649,43.914833,72.198829,104.576659,59.172662,90.272613,22.511566,54.745216,109.76507,140.703339,93.462092,269.026078,28.23862,116.355207,81.781643,11.057807,18.634262,5.481849,62.142034,11.266394,123.184047,216.335169,138.287352,64.378638,273.881801,122.398507,139.483544,94.754238,157.594028,185.51837,409.952184,115.926165
454.645503,81.369737,59.290552,47.318959,65.433062,85.947852,49.675291,73.516845,24.053755,49.305671,106.690906,151.188922,104.345669,224.854424,23.326425,94.782598,73.136793,8.422933,14.513541,4.89976,64.580633,10.697331,247.877102,319.664106,154.968816,106.490403,328.987093,178.43497,156.81604,148.003845,212.520625,205.019112,439.623702,161.836449
486.432483,90.172614,66.965825,54.287243,67.269295,76.326848,51.32817,75.660647,27.50948,44.568162,121.28929,173.553424,121.471314,227.886263,21.648083,83.95929,78.814494,6.695195,12.699555,4.687599,73.877131,11.86265,291.555408,341.522283,158.894433,96.218247,324.157012,182.180542,199.156581,155.604076,201.467614,223.837369,443.90922,173.781864
507.548558,97.099902,73.627847,60.926128,74.141735,83.245206,59.436967,88.058931,32.174877,45.679832,140.953628,196.694548,142.641288,258.032457,21.734181,91.89326,90.258026,6.420031,13.346647,4.595007,85.792642,13.834035,270.557873,332.913103,164.174834,97.312728,263.33779,146.356517,205.520235,125.713777,164.873993,236.226571,461.386274,165.390238
516.265308,100.375188,76.263787,63.981247,81.731607,94.70708,69.000357,104.454315,36.76581,49.024069,158.213715,213.378789,163.90569,298.492099,23.185108,105.268746,100.872994,6.869589,14.900537,4.692222,96.818514,15.736736,261.560839,310.080521,151.680529,98.347164,316.239443,96.770205,171.06796,76.09737,123.747472,216.124728,428.390564,161.125712
